Observation_id,Observation_date,Trial,Media_file,Total_length,FPS,Subject,Behavior,Modifiers,Behavior_type,Start_(s),Stop_(s),Duration_(s),Comment_start,Replicate
REPLICATE 16 TRIAL 2,16/03/2022,"10, S","Q:/Rachael/replicate 16 (15-03, 16-03)/00089.MTS",1207.94,50,ANT 10,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,571.316,571.316,NA,IN CONTACT WITH RED/GREEN (9),16
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,419.127,419.127,NA,IN CONTACT WITH PINK (6),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,426.87,426.87,NA,IN CONTACT WITH PINK (6),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,694.583,694.583,NA,IN CONTACT WITH GREEN (4),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,747.877,747.877,NA,IN CONTACT WITH RED (2),9
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,100.495,100.495,NA,IN CONTACT WITH WHITE (5),14
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,146.124,146.124,NA,IN CONTACT WITH WHITE (5),14
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,513.995,513.995,NA,"IN CONTACT WITH BLUE (FOCAL, 1)",14
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,514.079,514.079,NA,"IN CONTACT WITH BLUE (FOCAL, 1)",14
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,603.496,603.496,NA,,9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,692.967,692.967,NA,,9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,718.437,718.437,NA,,9
REPLICATE 16 TRIAL 2,16/03/2022,"10, S","Q:/Rachael/replicate 16 (15-03, 16-03)/00089.MTS",1207.94,50,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,away from brood",POINT,78.982,78.982,NA,IN CONTACT WITH ORANGE (7),16
REPLICATE 16 TRIAL 2,16/03/2022,"10, S","Q:/Rachael/replicate 16 (15-03, 16-03)/00089.MTS",1207.94,50,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,away from brood",POINT,239.89,239.89,NA,IN CONTACT WITH YELLOW (3),16
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,34.907,34.907,NA,"IN CONTACT WITH BLUE (FOCAL, 1)",9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,114.762,114.762,NA,IN CONTACT WITH WHITE (5),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,184.887,184.887,NA,IN CONTACT WITH YELLOW (3),9
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,93.293,93.293,NA,IN CONTACT WITH RED/WHITE (8),14
REPLICATE 14 TRIAL 4,11/03/2022,"10, S","Q:/Rachael/replicate 14 (10-03, 11-03)/00081.MTS",1216.1,50,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,93.743,93.743,NA,IN CONTACT WITH RED/WHITE (10),14
REPLICATE 16 TRIAL 2,16/03/2022,"10, S","Q:/Rachael/replicate 16 (15-03, 16-03)/00089.MTS",1207.94,50,ANT 10,T,"Small twitch,single twitch,in contact with nestmate,near brood",POINT,144.315,144.315,NA,IN CONTACT WITH WHITE (5),16
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 10,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,193.005,193.005,NA,,9
REPLICATE 3 TRIAL 8,22/02/2022,"0, C","Q:/Rachael/replicate 3 (21-02, 22-02)/00027.2.MTS",1211.29,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,828.279,828.279,NA,,3
REPLICATE 9 TRIAL 3,03/03/2022,"0, C","Q:/Rachael/replicate 9 (02-03, 03-03)/00064.MTS",1208.7,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,534.358,534.358,NA,,9
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,part of a repetitive set,isolated twitch/alone,near brood",POINT,463.677,463.677,NA,,23
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,part of a repetitive set,isolated twitch/alone,near brood",POINT,463.94,463.94,NA,,23
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,part of a repetitive set,isolated twitch/alone,near brood",POINT,464.304,464.304,NA,,23
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,part of a repetitive set,isolated twitch/alone,near brood",POINT,465.382,465.382,NA,,23
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,part of a repetitive set,isolated twitch/alone,near brood",POINT,465.922,465.922,NA,,23
REPLICATE 2 TRIAL 4,18/02/2022,"0, P","Q:/Rachael/replicate 2 (17-02, 18-02)/00007.MTS",1217.06,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,287.571,287.571,NA,,2
REPLICATE 4 TRIAL 11,23/02/2022,"0, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00026.2.MTS",1209.38,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,15.55,15.55,NA,,4
REPLICATE 14 TRIAL 5,11/03/2022,"0, P","Q:/Rachael/replicate 14 (10-03, 11-03)/00083.MTS",1207.97,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,234.66,234.66,NA,,14
REPLICATE 14 TRIAL 5,11/03/2022,"0, P","Q:/Rachael/replicate 14 (10-03, 11-03)/00083.MTS",1207.97,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,237.09,237.09,NA,,14
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00138.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,486.077,486.077,NA,,23
REPLICATE 23 TRIAL 2,18/08/2022,"0, P","Q:/Rachael/replicate 23 (17-08, 18-08)/00139.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,857.126,857.126,NA,,23
REPLICATE 17 TRIAL 12,09/08/2022,"0, P","Q:/Rachael/replicate 17 (08-08, 09-08)/200119.MTS",1208.9,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,638.469,638.469,NA,,17
REPLICATE 17 TRIAL 12,09/08/2022,"0, P","Q:/Rachael/replicate 17 (08-08, 09-08)/200119.MTS",1208.9,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,1129.59,1129.59,NA,,17
REPLICATE 2 TRIAL 4,18/02/2022,"0, P","Q:/Rachael/replicate 2 (17-02, 18-02)/00007.MTS",1217.06,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,441.802,441.802,NA,,2
REPLICATE 2 TRIAL 4,18/02/2022,"0, P","Q:/Rachael/replicate 2 (17-02, 18-02)/00008.MTS",1217.06,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,939.656,939.656,NA,,2
REPLICATE 3 TRIAL 7,22/02/2022,"0, P","Q:/Rachael/replicate 3 (21-02, 22-02)/00026.2.MTS",1210.29,25,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,1047.328,1047.328,NA,,3
REPLICATE 3 TRIAL 7,22/02/2022,"0, P","Q:/Rachael/replicate 3 (21-02, 22-02)/00026.2.MTS",1210.29,25,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,1168.503,1168.503,NA,,3
REPLICATE 4 TRIAL 11,23/02/2022,"0, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00026.2.MTS",1209.38,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,183.846,183.846,NA,,4
REPLICATE 14 TRIAL 5,11/03/2022,"0, P","Q:/Rachael/replicate 14 (10-03, 11-03)/00084.MTS",1207.97,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,947.575,947.575,NA,,14
REPLICATE 4 TRIAL 11,23/02/2022,"0, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00027.2.MTS",1209.38,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,819.992,819.992,NA,,4
REPLICATE 10 TRIAL 8,04/03/2022,"0, P","Q:/Rachael/replicate 10 (03-03, 04-03)/00057.2.MTS",1207.46,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,312.711,312.711,NA,,10
REPLICATE 10 TRIAL 8,04/03/2022,"0, P","Q:/Rachael/replicate 10 (03-03, 04-03)/00057.2.MTS",1207.46,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,448.071,448.071,NA,,10
REPLICATE 14 TRIAL 5,11/03/2022,"0, P","Q:/Rachael/replicate 14 (10-03, 11-03)/00083.MTS",1207.97,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,5.652,5.652,NA,,14
REPLICATE 14 TRIAL 5,11/03/2022,"0, P","Q:/Rachael/replicate 14 (10-03, 11-03)/00083.MTS",1207.97,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,22.045,22.045,NA,,14
REPLICATE 6 TRIAL 8,25/02/2022,"0, P","Q:/Rachael/replicate 6 (24-02, 25-02)/00032.2.MTS",1212.74,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,on brood",POINT,51.184,51.184,NA,,6
REPLICATE 6 TRIAL 8,25/02/2022,"0, P","Q:/Rachael/replicate 6 (24-02, 25-02)/00032.2.MTS",1212.74,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,on brood",POINT,52.174,52.174,NA,,6
REPLICATE 6 TRIAL 8,25/02/2022,"0, P","Q:/Rachael/replicate 6 (24-02, 25-02)/00032.2.MTS",1212.74,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,on brood",POINT,203.821,203.821,NA,,6
REPLICATE 6 TRIAL 8,25/02/2022,"0, P","Q:/Rachael/replicate 6 (24-02, 25-02)/00032.2.MTS",1212.74,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,on brood",POINT,331.618,331.618,NA,,6
REPLICATE 5 TRIAL 5,24/02/2022,"0, S","Q:/Rachael/replicate 5 (23-02, 24-02)/00043.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,503.747,503.747,NA,,5
REPLICATE 19 TRIAL 12,11/08/2022,"0, S","Q:/Rachael/replicate 19 (10-08, 11-08)/200130.MTS",1207.94,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,528.893,528.893,NA,,19
REPLICATE 4 TRIAL 6,23/02/2022,"0, S","Q:/Rachael/replicate 4 (22-02, 23-02)/00023.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,364.297,364.297,NA,,4
REPLICATE 5 TRIAL 5,24/02/2022,"0, S","Q:/Rachael/replicate 5 (23-02, 24-02)/00043.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,500.323,500.323,NA,,5
REPLICATE 5 TRIAL 5,24/02/2022,"0, S","Q:/Rachael/replicate 5 (23-02, 24-02)/00043.MTS",1213.94,25,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,480.614,480.614,NA,,5
REPLICATE 7 TRIAL 2,01/03/2022,"0, S","Q:/Rachael/replicate 7 (28-02, 01-03)/00049.MTS",1209.24,25,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,near brood",POINT,122.775,122.775,NA,,7
REPLICATE 11 TRIAL 9,08/03/2022,"1, C","Q:/Rachael/replicate 11 (07-03, 08-03)/200078.MTS",1271.61,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,752.039,752.039,NA,IN CONTACT WITH RED (2),11
REPLICATE 14 TRIAL 7,11/03/2022,"1, C","Q:/Rachael/replicate 14 (10-03, 11-03)/200079.MTS",1206.98,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,25.987,25.987,NA,IN CONTACT WITH RED (2),14
REPLICATE 19 TRIAL 8,11/08/2022,"1, C","Q:/Rachael/replicate 19 (10-08, 11-08)/200123.MTS",1206.98,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,800.276,800.276,NA,IN CONTACT WITH RED (2),19
REPLICATE 19 TRIAL 8,11/08/2022,"1, C","Q:/Rachael/replicate 19 (10-08, 11-08)/200123.MTS",1206.98,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,976.752,976.752,NA,IN CONTACT WITH RED (2),19
REPLICATE 23 TRIAL 10,18/08/2022,"1, C","Q:/Rachael/replicate 23 (17-08, 18-08)/200152.MTS",1210.34,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,207.34,207.34,NA,IN CONTACT WITH RED (2),23
REPLICATE 2 TRIAL 12,18/02/2022,"1, C","Q:/Rachael/replicate 2 (17-02, 18-02)/00017.2.MTS",1214.18,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,away from brood",POINT,710.06,710.06,NA,,2
REPLICATE 3 TRIAL 4,22/02/2022,"1, C","Q:/Rachael/replicate 3 (21-02, 22-02)/00029.MTS",1211.83,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,366.916,366.916,NA,,3
REPLICATE 9 TRIAL 10,03/03/2022,"1, C","Q:/Rachael/replicate 9 (02-03, 03-03)/00068.2.MTS",1210.78,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,on brood",POINT,889.607,889.607,NA,,9
REPLICATE 2 TRIAL 12,18/02/2022,"1, C","Q:/Rachael/replicate 2 (17-02, 18-02)/00017.2.MTS",1214.18,50,ANT 1,T,"Small twitch,single twitch,in contact with nestmate,away from brood",POINT,684.545,684.545,NA,IN CONTACT WITH RED (2),2
REPLICATE 11 TRIAL 9,08/03/2022,"1, C","Q:/Rachael/replicate 11 (07-03, 08-03)/200078.MTS",1271.61,25,ANT 1,T,"Small twitch,single twitch,in contact with nestmate,away from brood",POINT,335.413,335.413,NA,IN CONTACT WITH RED (2),11
REPLICATE 2 TRIAL 12,18/02/2022,"1, C","Q:/Rachael/replicate 2 (17-02, 18-02)/00016.2.MTS",1214.18,50,ANT 1,T,"Small twitch,single twitch,isolated twitch/alone,away from brood",POINT,361.099,361.099,NA,,2
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,18.426,18.426,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,18.695,18.695,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,18.786,18.786,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,19.325,19.325,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,21.665,21.665,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,22.384,22.384,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,44.881,44.881,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,45.24,45.24,NA,IN CONTACT WITH RED (2),18
REPLICATE 18 TRIAL 6,10/08/2022,"1, P","Q:/Rachael/replicate 18 (09-08, 10-08)/00118.MTS",1210.82,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,45.51,45.51,NA,IN CONTACT WITH RED (2),18
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,5.561,5.561,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,5.918,5.918,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,6.908,6.908,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,8.62,8.62,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,19.765,19.765,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,20.574,20.574,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,24.189,24.189,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,24.279,24.279,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,24.816,24.816,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,24.909,24.909,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,33.854,33.854,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,34.392,34.392,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,34.751,34.751,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,35.652,35.652,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,45.281,45.281,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,45.369,45.369,NA,IN CONTACT WITH RED (2),24
REPLICATE 24 T3,19/08/2022,"1, P","Q:/Rachael/replicate 24 (18-08, 19-08)/00124.MTS",1207.46,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,45.728,45.728,NA,IN CONTACT WITH RED (2),24
REPLICATE 2 TRIAL 11,18/02/2022,"1, P","Q:/Rachael/replicate 2 (17-02, 18-02)/00015.2.MTS",1215.62,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,793.531,793.531,NA,IN CONTACT WITH RED (2),2
REPLICATE 2 TRIAL 11,18/02/2022,"1, P","Q:/Rachael/replicate 2 (17-02, 18-02)/00015.2.MTS",1215.62,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,793.862,793.862,NA,IN CONTACT WITH RED (2),2
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,14.472,14.472,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,14.929,14.929,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,15.462,15.462,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,15.738,15.738,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,15.916,15.916,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,36.155,36.155,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,36.181,36.181,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,36.611,36.611,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,56.315,56.315,NA,IN CONTACT WITH RED (2),4
REPLICATE 4 TRIAL 1,23/02/2022,"1, P","Q:/Rachael/replicate 4 (22-02, 23-02)/00013.MTS",1210.34,50,ANT 1,T,"large twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,57.86,57.86,NA,IN CONTACT WITH RED (2),4
