year	ID_count	treatment_lars	colony	measurement_day	treatment_yearspecific	eggs	larva	pupae	adults
1	691	1	1	28	1	30	20	4	0
1	692	1	2	28	1	31	9	1	0
1	693	1	3	28	1	23	21	0	0
1	694	1	4	28	1	21	18	3	0
1	695	1	5	28	1	NA	NA	0	NA
1	696	1	6	28	1	28	17	4	0
1	697	1	7	28	1	49	26	0	0
1	698	1	8	28	1	34	29	1	0
1	699	1	9	28	1	35	23	0	0
1	700	1	10	28	1	29	29	1	0
1	701	2	11	28	2	32	21	5	0
1	702	2	12	28	2	11	26	4	0
1	703	2	13	28	2	43	22	4	0
1	704	2	14	28	2	70	19	0	0
1	705	2	15	28	2	18	21	0	0
1	706	2	16	28	2	46	16	3	0
1	707	2	17	28	2	41	21	1	0
1	708	2	18	28	2	108	23	0	0
1	709	2	19	28	2	34	19	0	0
1	710	2	20	28	2	48	27	1	0
1	711	3	21	28	3	47	21	3	0
1	712	3	22	28	3	NA	NA	0	NA
1	713	3	23	28	3	52	25	2	0
1	714	3	24	28	3	55	19	0	0
1	715	3	25	28	3	31	20	3	0
1	716	3	26	28	3	51	17	1	0
1	717	3	27	28	3	26	27	0	0
1	718	3	28	28	3	23	20	6	0
1	719	3	29	28	3	85	0	0	0
1	720	3	30	28	3	12	23	7	0
1	721	1	1	29	1	27	16	8	0
1	722	1	2	29	1	31	0	10	0
1	723	1	3	29	1	23	19	1	0
1	724	1	4	29	1	13	14	7	0
1	725	1	5	29	1	NA	NA	0	NA
1	726	1	6	29	1	24	10	11	0
1	727	1	7	29	1	40	24	2	0
1	728	1	8	29	1	31	27	3	0
1	729	1	9	29	1	35	22	1	0
1	730	1	10	29	1	24	26	4	0
1	731	2	11	29	2	43	17	10	0
1	732	2	12	29	2	7	18	12	0
1	733	2	13	29	2	36	24	5	0
1	734	2	14	29	2	53	14	5	0
1	735	2	15	29	2	12	17	6	0
1	736	2	16	29	2	46	16	3	0
1	737	2	17	29	2	22	23	1	0
1	738	2	18	29	2	97	23	0	0
1	739	2	19	29	2	29	19	0	0
1	740	2	20	29	2	43	20	8	0
1	741	3	21	29	3	42	16	8	0
1	742	3	22	29	3	NA	NA	0	NA
1	743	3	23	29	3	37	21	8	0
1	744	3	24	29	3	51	19	0	0
1	745	3	25	29	3	21	21	7	0
1	746	3	26	29	3	41	17	2	0
1	747	3	27	29	3	13	27	1	0
1	748	3	28	29	3	21	19	7	0
1	749	3	29	29	3	85	0	0	0
1	750	3	30	29	3	12	18	12	0
1	751	1	1	30	1	21	14	13	0
1	752	1	2	30	1	31	0	10	0
1	753	1	3	30	1	24	19	3	0
1	754	1	4	30	1	7	15	11	0
1	755	1	5	30	1	NA	NA	0	NA
1	756	1	6	30	1	30	6	15	0
1	757	1	7	30	1	40	21	5	0
1	758	1	8	30	1	36	28	6	0
1	759	1	9	30	1	31	22	2	0
1	760	1	10	30	1	20	21	9	0
1	761	2	11	30	2	41	18	10	0
1	762	2	12	30	2	7	16	14	0
1	763	2	13	30	2	27	22	8	0
1	764	2	14	30	2	45	16	5	0
1	765	2	15	30	2	10	14	8	0
1	766	2	16	30	2	34	14	5	0
1	767	2	17	30	2	17	18	6	0
1	768	2	18	30	2	86	20	4	0
1	769	2	19	30	2	25	16	3	0
1	770	2	20	30	2	34	17	11	0
1	771	3	21	30	3	38	16	8	0
1	772	3	22	30	3	NA	NA	0	NA
1	773	3	23	30	3	34	19	10	0
1	774	3	24	30	3	44	19	0	0
1	775	3	25	30	3	17	21	7	0
1	776	3	26	30	3	35	17	6	0
1	777	3	27	30	3	13	24	4	0
1	778	3	28	30	3	28	19	5	0
1	779	3	29	30	3	85	0	0	0
1	780	3	30	30	3	12	15	15	0
1	781	1	1	31	1	34	12	15	0
1	782	1	2	31	1	31	0	10	0
1	783	1	3	31	1	22	16	6	0
1	784	1	4	31	1	21	10	14	0
1	785	1	5	31	1	NA	NA	0	NA
1	786	1	6	31	1	32	4	19	0
1	787	1	7	31	1	29	25	9	0
1	788	1	8	31	1	41	24	10	0
1	789	1	9	31	1	39	21	3	0
1	790	1	10	31	1	36	18	12	0
1	791	2	11	31	2	31	21	12	0
1	792	2	12	31	2	17	16	14	0
1	793	2	13	31	2	30	22	9	0
1	794	2	14	31	2	35	12	9	0
1	795	2	15	31	2	13	10	13	0
1	796	2	16	31	2	30	16	8	0
1	797	2	17	31	2	16	14	10	0
1	798	2	18	31	2	74	20	6	0
1	799	2	19	31	2	35	13	9	0
1	800	2	20	31	2	27	19	13	0
1	801	3	21	31	3	42	13	12	0
1	802	3	22	31	3	NA	NA	0	NA
1	803	3	23	31	3	39	16	14	0
1	804	3	24	31	3	33	16	3	0
1	805	3	25	31	3	23	20	10	0
1	806	3	26	31	3	28	17	7	0
1	807	3	27	31	3	17	25	8	0
1	808	3	28	31	3	31	19	5	0
1	809	3	29	31	3	85	0	0	0
1	810	3	30	31	3	25	12	18	0
1	811	1	1	32	1	31	12	15	0
1	812	1	2	32	1	33	0	10	0
1	813	1	3	32	1	33	14	9	0
1	814	1	4	32	1	17	10	14	0
1	815	1	5	32	1	NA	NA	0	NA
1	816	1	6	32	1	42	4	19	0
1	817	1	7	32	1	32	23	12	0
1	818	1	8	32	1	25	24	11	0
1	819	1	9	32	1	35	19	5	0
1	820	1	10	32	1	36	20	12	0
1	821	2	11	32	2	36	21	12	0
1	822	2	12	32	2	15	14	16	0
1	823	2	13	32	2	38	21	10	0
1	824	2	14	32	2	38	12	9	0
1	825	2	15	32	2	23	10	13	0
1	826	2	16	32	2	35	15	9	0
1	827	2	17	32	2	20	12	12	0
1	828	2	18	32	2	63	17	9	0
1	829	2	19	32	2	35	10	12	0
1	830	2	20	32	2	30	18	14	0
1	831	3	21	32	3	43	12	13	0
1	832	3	22	32	3	NA	NA	0	NA
1	833	3	23	32	3	37	16	14	0
1	834	3	24	32	3	30	14	5	0
1	835	3	25	32	3	25	18	12	0
1	836	3	26	32	3	27	12	8	0
1	837	3	27	32	3	14	25	8	0
1	838	3	28	32	3	27	19	4	0
1	839	3	29	32	3	85	0	0	0
1	840	3	30	32	3	22	12	18	0
1	841	1	1	33	1	34	12	15	0
1	842	1	2	33	1	42	0	10	0
1	843	1	3	33	1	36	14	9	0
1	844	1	4	33	1	26	10	14	0
1	845	1	5	33	1	NA	NA	0	NA
1	846	1	6	33	1	47	4	19	0
1	847	1	7	33	1	32	23	12	0
1	848	1	8	33	1	31	24	11	0
1	849	1	9	33	1	33	18	6	0
1	850	1	10	33	1	29	19	15	0
1	851	2	11	33	2	28	19	14	0
1	852	2	12	33	2	20	16	18	0
1	853	2	13	33	2	32	20	11	0
1	854	2	14	33	2	38	11	10	0
1	855	2	15	33	2	23	10	13	0
1	856	2	16	33	2	38	14	10	0
1	857	2	17	33	2	26	10	14	0
1	858	2	18	33	2	55	18	13	0
1	859	2	19	33	2	30	12	12	0
1	860	2	20	33	2	27	17	15	0
1	861	3	21	33	3	43	12	13	0
1	862	3	22	33	3	NA	NA	0	NA
1	863	3	23	33	3	38	12	16	0
1	864	3	24	33	3	28	11	8	0
1	865	3	25	33	3	8	22	14	0
1	866	3	26	33	3	29	12	8	0
1	867	3	27	33	3	27	16	13	0
1	868	3	28	33	3	21	19	4	0
1	869	3	29	33	3	85	0	0	0
1	870	3	30	33	3	26	12	18	0
1	871	1	1	34	1	30	10	18	0
1	872	1	2	34	1	42	0	10	0
1	873	1	3	34	1	34	16	9	0
1	874	1	4	34	1	25	9	16	0
1	875	1	5	34	1	NA	NA	0	NA
1	876	1	6	34	1	37	4	19	0
1	877	1	7	34	1	32	23	14	0
1	878	1	8	34	1	27	22	13	0
1	879	1	9	34	1	36	16	8	0
1	880	1	10	34	1	39	16	17	0
1	881	2	11	34	2	33	17	16	0
1	882	2	12	34	2	20	16	18	0
1	883	2	13	34	2	38	16	13	0
1	884	2	14	34	2	34	12	11	0
1	885	2	15	34	2	22	10	13	0
1	886	2	16	34	2	36	14	11	0
1	887	2	17	34	2	23	8	16	0
1	888	2	18	34	2	58	18	13	0
1	889	2	19	34	2	29	9	13	0
1	890	2	20	34	2	17	18	15	0
1	891	3	21	34	3	35	10	15	0
1	892	3	22	34	3	NA	NA	0	NA
1	893	3	23	34	3	39	21	16	0
1	894	3	24	34	3	31	10	10	0
1	895	3	25	34	3	23	17	14	0
1	896	3	26	34	3	36	11	10	0
1	897	3	27	34	3	24	18	14	0
1	898	3	28	34	3	23	17	6	0
1	899	3	29	34	3	85	0	0	0
1	900	3	30	34	3	30	9	19	0
1	901	1	1	35	1	30	10	18	0
1	902	1	2	35	1	42	0	10	0
1	903	1	3	35	1	34	16	9	0
1	904	1	4	35	1	25	9	16	0
1	905	1	5	35	1	NA	NA	0	NA
1	906	1	6	35	1	37	4	19	0
1	907	1	7	35	1	32	23	14	0
1	908	1	8	35	1	27	22	13	0
1	909	1	9	35	1	36	16	8	0
1	910	1	10	35	1	39	16	17	0
1	911	2	11	35	2	33	17	16	0
1	912	2	12	35	2	20	16	18	0
1	913	2	13	35	2	38	16	13	0
1	914	2	14	35	2	34	12	11	0
1	915	2	15	35	2	22	10	13	0
1	916	2	16	35	2	36	14	11	0
1	917	2	17	35	2	23	8	16	0
1	918	2	18	35	2	58	18	13	0
1	919	2	19	35	2	29	9	13	0
1	920	2	20	35	2	17	18	15	0
1	921	3	21	35	3	35	10	15	0
1	922	3	22	35	3	NA	NA	0	NA
1	923	3	23	35	3	39	21	16	0
1	924	3	24	35	3	31	10	10	0
1	925	3	25	35	3	23	17	14	0
1	926	3	26	35	3	36	11	10	0
1	927	3	27	35	3	24	18	14	0
1	928	3	28	35	3	23	17	6	0
1	929	3	29	35	3	85	0	0	0
1	930	3	30	35	3	30	9	19	0
1	931	1	1	37	1	36	14	20	0
1	932	1	2	37	1	45	0	10	0
1	933	1	3	37	1	34	15	10	0
1	934	1	4	37	1	24	11	16	0
1	935	1	5	37	1	NA	NA	0	NA
1	936	1	6	37	1	42	4	20	0
1	937	1	7	37	1	25	23	14	0
1	938	1	8	37	1	35	22	13	0
1	939	1	9	37	1	44	19	9	0
1	940	1	10	37	1	37	18	17	0
1	941	2	11	37	2	38	18	16	0
1	942	2	12	37	2	27	16	18	0
1	943	2	13	37	2	40	16	14	0
1	944	2	14	37	2	37	12	11	0
1	945	2	15	37	2	34	7	16	0
1	946	2	16	37	2	43	15	12	0
1	947	2	17	37	2	25	11	16	0
1	948	2	18	37	2	53	16	16	0
1	949	2	19	37	2	32	11	13	0
1	950	2	20	37	2	30	15	18	0
1	951	3	21	37	3	43	10	15	0
1	952	3	22	37	3	NA	NA	0	NA
1	953	3	23	37	3	42	20	18	0
1	954	3	24	37	3	42	6	13	0
1	955	3	25	37	3	28	20	14	0
1	956	3	26	37	3	39	13	10	0
1	957	3	27	37	3	37	17	15	0
1	958	3	28	37	3	20	16	8	0
1	959	3	29	37	3	75	0	0	0
1	960	3	30	37	3	33	12	19	0
1	961	1	1	38	1	36	12	20	0
1	962	1	2	38	1	58	0	10	0
1	963	1	3	38	1	41	15	10	0
1	964	1	4	38	1	30	12	16	0
1	965	1	5	38	1	NA	NA	0	NA
1	966	1	6	38	1	47	4	20	0
1	967	1	7	38	1	25	22	15	0
1	968	1	8	38	1	27	30	15	0
1	969	1	9	38	1	43	14	9	0
1	970	1	10	38	1	37	18	17	0
1	971	2	11	38	2	40	18	16	0
1	972	2	12	38	2	27	16	18	0
1	973	2	13	38	2	36	16	14	0
1	974	2	14	38	2	37	12	11	0
1	975	2	15	38	2	32	7	16	0
1	976	2	16	38	2	43	15	12	0
1	977	2	17	38	2	35	9	16	0
1	978	2	18	38	2	37	16	16	0
1	979	2	19	38	2	44	11	14	0
1	980	2	20	38	2	30	14	19	0
1	981	3	21	38	3	29	10	15	0
1	982	3	22	38	3	NA	NA	0	NA
1	983	3	23	38	3	44	20	18	0
1	984	3	24	38	3	43	9	13	0
1	985	3	25	38	3	28	19	15	0
1	986	3	26	38	3	38	13	10	0
1	987	3	27	38	3	30	15	17	0
1	988	3	28	38	3	17	16	11	0
1	989	3	29	38	3	68	0	0	0
1	990	3	30	38	3	35	12	21	0
1	991	1	1	39	1	38	13	20	0
1	992	1	2	39	1	46	0	10	0
1	993	1	3	39	1	43	14	11	0
1	994	1	4	39	1	36	14	16	0
1	995	1	5	39	1	NA	NA	0	NA
1	996	1	6	39	1	41	6	20	0
1	997	1	7	39	1	33	22	15	0
1	998	1	8	39	1	41	30	15	0
1	999	1	9	39	1	46	13	10	0
1	1000	1	10	39	1	49	18	17	0
1	1001	2	11	39	2	37	19	16	0
1	1002	2	12	39	2	37	16	18	0
1	1003	2	13	39	2	34	16	14	0
1	1004	2	14	39	2	46	12	11	0
1	1005	2	15	39	2	35	6	17	0
1	1006	2	16	39	2	49	13	12	0
1	1007	2	17	39	2	43	8	16	0
1	1008	2	18	39	2	39	16	16	0
1	1009	2	19	39	2	47	11	14	0
1	1010	2	20	39	2	31	14	22	0
1	1011	3	21	39	3	41	11	15	0
1	1012	3	22	39	3	NA	NA	0	NA
1	1013	3	23	39	3	37	20	18	0
1	1014	3	24	39	3	33	9	13	0
1	1015	3	25	39	3	22	20	15	0
1	1016	3	26	39	3	35	14	10	0
1	1017	3	27	39	3	24	15	17	0
1	1018	3	28	39	3	16	17	11	0
1	1019	3	29	39	3	68	0	0	0
1	1020	3	30	39	3	37	14	23	0
1	1021	1	1	41	1	34	13	20	0
1	1022	1	2	41	1	50	2	10	0
1	1023	1	3	41	1	40	17	11	0
1	1024	1	4	41	1	21	14	16	0
1	1025	1	5	41	1	NA	NA	0	NA
1	1026	1	6	41	1	48	6	20	0
1	1027	1	7	41	1	41	22	15	0
1	1028	1	8	41	1	22	30	15	0
1	1029	1	9	41	1	49	24	11	0
1	1030	1	10	41	1	38	18	17	0
1	1031	2	11	41	2	33	20	16	0
1	1032	2	12	41	2	37	15	19	0
1	1033	2	13	41	2	38	16	13	0
1	1034	2	14	41	2	43	14	11	0
1	1035	2	15	41	2	42	4	19	0
1	1036	2	16	41	2	36	13	12	0
1	1037	2	17	41	2	40	12	16	0
1	1038	2	18	41	2	52	17	18	0
1	1039	2	19	41	2	33	18	14	0
1	1040	2	20	41	2	31	14	22	0
1	1041	3	21	41	3	42	11	15	0
1	1042	3	22	41	3	NA	NA	0	NA
1	1043	3	23	41	3	36	20	18	0
1	1044	3	24	41	3	33	9	13	0
1	1045	3	25	41	3	41	20	15	0
1	1046	3	26	41	3	37	13	11	0
1	1047	3	27	41	3	26	15	17	0
1	1048	3	28	41	3	18	18	11	0
1	1049	3	29	41	3	68	0	0	0
1	1050	3	30	41	3	34	14	23	0
1	1051	1	1	43	1	NA	NA	0	0
1	1052	1	2	43	1	NA	NA	0	0
1	1053	1	3	43	1	NA	NA	0	0
1	1054	1	4	43	1	NA	NA	0	0
1	1055	1	5	43	1	NA	NA	0	NA
1	1056	1	6	43	1	NA	NA	0	0
1	1057	1	7	43	1	NA	NA	0	0
1	1058	1	8	43	1	NA	NA	0	0
1	1059	1	9	43	1	NA	NA	0	0
1	1060	1	10	43	1	NA	NA	0	0
1	1061	2	11	43	2	NA	NA	0	0
1	1062	2	12	43	2	NA	NA	0	0
1	1063	2	13	43	2	NA	NA	0	0
1	1064	2	14	43	2	NA	NA	0	0
1	1065	2	15	43	2	NA	NA	0	0
1	1066	2	16	43	2	NA	NA	0	0
1	1067	2	17	43	2	NA	NA	0	0
1	1068	2	18	43	2	NA	NA	0	0
1	1069	2	19	43	2	NA	NA	0	0
1	1070	2	20	43	2	NA	NA	0	0
1	1071	3	21	43	3	NA	NA	0	0
1	1072	3	22	43	3	NA	NA	0	NA
1	1073	3	23	43	3	NA	NA	0	0
1	1074	3	24	43	3	NA	NA	0	0
1	1075	3	25	43	3	NA	NA	0	0
1	1076	3	26	43	3	NA	NA	0	0
1	1077	3	27	43	3	NA	NA	0	0
1	1078	3	28	43	3	NA	NA	0	0
1	1079	3	29	43	3	NA	NA	0	0
1	1080	3	30	43	3	NA	NA	0	0
1	1081	1	1	44	1	48	13	20	0
1	1082	1	2	44	1	58	2	10	0
1	1083	1	3	44	1	36	17	11	0
1	1084	1	4	44	1	35	14	16	0
1	1085	1	5	44	1	NA	NA	0	NA
1	1086	1	6	44	1	45	6	20	0
1	1087	1	7	44	1	36	22	15	0
1	1088	1	8	44	1	26	27	18	0
1	1089	1	9	44	1	49	24	11	0
1	1090	1	10	44	1	38	18	17	0
1	1091	2	11	44	2	36	20	16	0
1	1092	2	12	44	2	37	15	19	0
1	1093	2	13	44	2	44	18	13	0
1	1094	2	14	44	2	30	15	11	0
1	1095	2	15	44	2	38	4	19	0
1	1096	2	16	44	2	39	16	12	0
1	1097	2	17	44	2	31	12	16	0
1	1098	2	18	44	2	43	17	18	0
1	1099	2	19	44	2	33	18	14	0
1	1100	2	20	44	2	31	14	22	0
1	1101	3	21	44	3	34	14	16	0
1	1102	3	22	44	3	NA	NA	0	NA
1	1103	3	23	44	3	34	22	18	0
1	1104	3	24	44	3	33	9	14	0
1	1105	3	25	44	3	35	24	15	0
1	1106	3	26	44	3	43	13	11	0
1	1107	3	27	44	3	27	15	17	0
1	1108	3	28	44	3	16	18	11	0
1	1109	3	29	44	3	68	0	0	0
1	1110	3	30	44	3	35	14	23	0
1	1111	1	1	45	1	53	14	18	0
1	1112	1	2	45	1	70	2	10	0
1	1113	1	3	45	1	27	18	11	0
1	1114	1	4	45	1	31	14	16	0
1	1115	1	5	45	1	NA	NA	0	NA
1	1116	1	6	45	1	52	6	20	0
1	1117	1	7	45	1	34	23	16	0
1	1118	1	8	45	1	31	27	18	0
1	1119	1	9	45	1	45	24	11	0
1	1120	1	10	45	1	33	18	17	0
1	1121	2	11	45	2	40	20	16	0
1	1122	2	12	45	2	37	15	19	0
1	1123	2	13	45	2	46	20	13	0
1	1124	2	14	45	2	28	15	11	0
1	1125	2	15	45	2	38	4	19	0
1	1126	2	16	45	2	33	16	12	0
1	1127	2	17	45	2	36	12	16	0
1	1128	2	18	45	2	52	17	18	0
1	1129	2	19	45	2	39	18	14	0
1	1130	2	20	45	2	33	14	22	0
1	1131	3	21	45	3	37	14	16	0
1	1132	3	22	45	3	NA	NA	0	NA
1	1133	3	23	45	3	33	22	18	0
1	1134	3	24	45	3	35	9	16	0
1	1135	3	25	45	3	35	24	15	0
1	1136	3	26	45	3	40	13	11	0
1	1137	3	27	45	3	43	13	17	0
1	1138	3	28	45	3	20	18	9	0
1	1139	3	29	45	3	64	0	0	0
1	1140	3	30	45	3	42	14	23	0
1	1141	1	1	46	1	45	14	18	0
1	1142	1	2	46	1	70	2	10	0
1	1143	1	3	46	1	35	18	12	0
1	1144	1	4	46	1	39	14	16	0
1	1145	1	5	46	1	NA	NA	0	NA
1	1146	1	6	46	1	66	6	20	0
1	1147	1	7	46	1	36	24	16	0
1	1148	1	8	46	1	37	27	18	0
1	1149	1	9	46	1	41	24	11	0
1	1150	1	10	46	1	35	18	17	0
1	1151	2	11	46	2	38	20	16	0
1	1152	2	12	46	2	33	15	19	0
1	1153	2	13	46	2	49	20	13	0
1	1154	2	14	46	2	32	17	12	0
1	1155	2	15	46	2	35	7	19	0
1	1156	2	16	46	2	32	16	12	0
1	1157	2	17	46	2	40	12	17	0
1	1158	2	18	46	2	50	17	18	0
1	1159	2	19	46	2	33	18	14	0
1	1160	2	20	46	2	28	14	22	0
1	1161	3	21	46	3	32	14	16	0
1	1162	3	22	46	3	NA	NA	0	NA
1	1163	3	23	46	3	38	22	18	0
1	1164	3	24	46	3	40	9	16	0
1	1165	3	25	46	3	39	24	15	0
1	1166	3	26	46	3	40	13	11	0
1	1167	3	27	46	3	37	13	17	0
1	1168	3	28	46	3	20	18	9	0
1	1169	3	29	46	3	64	0	0	0
1	1170	3	30	46	3	30	14	23	0
1	1171	1	1	47	1	39	14	18	0
1	1172	1	2	47	1	70	2	10	0
1	1173	1	3	47	1	35	18	12	0
1	1174	1	4	47	1	36	14	16	0
1	1175	1	5	47	1	NA	NA	0	NA
1	1176	1	6	47	1	75	6	20	0
1	1177	1	7	47	1	36	23	17	0
1	1178	1	8	47	1	45	27	18	0
1	1179	1	9	47	1	41	24	11	0
1	1180	1	10	47	1	46	20	18	0
1	1181	2	11	47	2	38	20	16	0
1	1182	2	12	47	2	33	15	19	0
1	1183	2	13	47	2	49	20	12	1
1	1184	2	14	47	2	38	17	12	0
1	1185	2	15	47	2	39	8	19	0
1	1186	2	16	47	2	37	16	12	0
1	1187	2	17	47	2	40	12	18	0
1	1188	2	18	47	2	50	16	19	0
1	1189	2	19	47	2	33	18	14	0
1	1190	2	20	47	2	28	14	22	0
1	1191	3	21	47	3	28	14	16	0
1	1192	3	22	47	3	NA	NA	0	NA
1	1193	3	23	47	3	38	22	18	0
1	1194	3	24	47	3	40	9	16	0
1	1195	3	25	47	3	35	24	15	0
1	1196	3	26	47	3	38	13	12	0
1	1197	3	27	47	3	35	15	17	0
1	1198	3	28	47	3	21	18	9	0
1	1199	3	29	47	3	64	0	0	0
1	1200	3	30	47	3	28	17	23	0
1	1201	1	1	49	1	39	16	18	0
1	1202	1	2	49	1	65	2	10	0
1	1203	1	3	49	1	30	18	12	0
1	1204	1	4	49	1	34	14	16	0
1	1205	1	5	49	1	NA	NA	0	NA
1	1206	1	6	49	1	68	6	20	0
1	1207	1	7	49	1	36	23	17	0
1	1208	1	8	49	1	45	27	18	0
1	1209	1	9	49	1	44	24	11	0
1	1210	1	10	49	1	46	20	18	0
1	1211	2	11	49	2	38	20	12	4
1	1212	2	12	49	2	33	15	19	0
1	1213	2	13	49	2	38	21	11	3
1	1214	2	14	49	2	36	17	12	0
1	1215	2	15	49	2	39	8	19	0
1	1216	2	16	49	2	33	16	11	1
1	1217	2	17	49	2	43	12	17	1
1	1218	2	18	49	2	44	16	19	0
1	1219	2	19	49	2	33	18	14	0
1	1220	2	20	49	2	38	14	22	0
1	1221	3	21	49	3	36	14	16	0
1	1222	3	22	49	3	NA	NA	0	NA
1	1223	3	23	49	3	38	22	17	1
1	1224	3	24	49	3	33	9	16	0
1	1225	3	25	49	3	35	24	15	0
1	1226	3	26	49	3	38	13	12	0
1	1227	3	27	49	3	35	15	17	0
1	1228	3	28	49	3	17	18	7	1
1	1229	3	29	49	3	76	0	0	0
1	1230	3	30	49	3	25	17	23	0
1	1231	1	1	50	1	43	18	15	3
1	1232	1	2	50	1	65	2	10	0
1	1233	1	3	50	1	30	18	12	0
1	1234	1	4	50	1	34	15	16	0
1	1235	1	5	50	1	NA	NA	0	NA
1	1236	1	6	50	1	63	6	20	0
1	1237	1	7	50	1	36	22	18	0
1	1238	1	8	50	1	45	27	18	0
1	1239	1	9	50	1	44	24	11	0
1	1240	1	10	50	1	41	20	18	0
1	1241	2	11	50	2	38	20	12	4
1	1242	2	12	50	2	30	16	18	1
1	1243	2	13	50	2	27	21	11	3
1	1244	2	14	50	2	36	17	12	0
1	1245	2	15	50	2	34	8	19	0
1	1246	2	16	50	2	30	19	11	1
1	1247	2	17	50	2	37	12	17	1
1	1248	2	18	50	2	39	16	19	0
1	1249	2	19	50	2	35	20	14	0
1	1250	2	20	50	2	38	14	22	0
1	1251	3	21	50	3	35	15	16	0
1	1252	3	22	50	3	NA	NA	0	NA
1	1253	3	23	50	3	34	22	17	1
1	1254	3	24	50	3	27	9	16	0
1	1255	3	25	50	3	35	24	15	0
1	1256	3	26	50	3	36	13	12	0
1	1257	3	27	50	3	33	15	17	0
1	1258	3	28	50	3	14	21	7	1
1	1259	3	29	50	3	60	0	0	0
1	1260	3	30	50	3	25	17	23	0
1	1261	1	1	53	1	37	20	11	7
1	1262	1	2	53	1	52	6	5	5
1	1263	1	3	53	1	30	18	11	1
1	1264	1	4	53	1	42	15	13	3
1	1265	1	5	53	1	NA	NA	0	NA
1	1266	1	6	53	1	48	7	12	8
1	1267	1	7	53	1	30	21	18	1
1	1268	1	8	53	1	28	27	15	3
1	1269	1	9	53	1	26	16	10	1
1	1270	1	10	53	1	38	20	18	0
1	1271	2	11	53	2	20	24	8	8
1	1272	2	12	53	2	35	16	12	7
1	1273	2	13	53	2	31	21	7	6
1	1274	2	14	53	2	34	17	9	3
1	1275	2	15	53	2	42	8	15	4
1	1276	2	16	53	2	24	21	9	3
1	1277	2	17	53	2	33	16	15	1
1	1278	2	18	53	2	39	16	18	1
1	1279	2	19	53	2	35	20	14	0
1	1280	2	20	53	2	38	14	20	2
1	1281	3	21	53	3	29	21	11	5
1	1282	3	22	53	3	NA	NA	0	NA
1	1283	3	23	53	3	30	22	12	6
1	1284	3	24	53	3	27	9	16	0
1	1285	3	25	53	3	35	24	12	4
1	1286	3	26	53	3	31	18	8	4
1	1287	3	27	53	3	26	15	17	0
1	1288	3	28	53	3	10	24	5	4
1	1289	3	29	53	3	48	0	0	0
1	1290	3	30	53	3	25	17	16	7
1	1291	1	1	54	1	35	22	11	7
1	1292	1	2	54	1	48	6	2	8
1	1293	1	3	54	1	30	18	11	1
1	1294	1	4	54	1	42	15	9	7
1	1295	1	5	54	1	NA	NA	0	NA
1	1296	1	6	54	1	43	7	8	12
1	1297	1	7	54	1	27	21	16	3
1	1298	1	8	54	1	24	27	14	4
1	1299	1	9	54	1	22	16	9	2
1	1300	1	10	54	1	38	20	14	4
1	1301	2	11	54	2	20	24	8	8
1	1302	2	12	54	2	32	16	9	10
1	1303	2	13	54	2	29	23	7	6
1	1304	2	14	54	2	34	17	8	4
1	1305	2	15	54	2	38	8	12	7
1	1306	2	16	54	2	24	20	10	3
1	1307	2	17	54	2	28	16	14	2
1	1308	2	18	54	2	35	18	18	1
1	1309	2	19	54	2	35	20	14	0
1	1310	2	20	54	2	38	14	17	5
1	1311	3	21	54	3	27	21	8	8
1	1312	3	22	54	3	NA	NA	0	NA
1	1313	3	23	54	3	30	22	10	8
1	1314	3	24	54	3	27	9	16	0
1	1315	3	25	54	3	35	24	10	6
1	1316	3	26	54	3	31	18	8	4
1	1317	3	27	54	3	24	15	16	1
1	1318	3	28	54	3	5	24	5	4
1	1319	3	29	54	3	45	0	0	0
1	1320	3	30	54	3	25	17	12	11
1	1321	1	1	56	1	36	24	10	8
1	1322	1	2	56	1	46	8	0	10
1	1323	1	3	56	1	26	20	10	2
1	1324	1	4	56	1	39	15	6	10
1	1325	1	5	56	1	NA	NA	0	NA
1	1326	1	6	56	1	45	9	4	16
1	1327	1	7	56	1	23	21	11	8
1	1328	1	8	56	1	24	32	13	5
1	1329	1	9	56	1	24	20	8	3
1	1330	1	10	56	1	38	20	9	9
1	1331	2	11	56	2	20	24	8	8
1	1332	2	12	56	2	32	16	7	12
1	1333	2	13	56	2	35	25	4	9
1	1334	2	14	56	2	29	17	4	8
1	1335	2	15	56	2	34	8	10	9
1	1336	2	16	56	2	24	20	8	5
1	1337	2	17	56	2	28	16	13	5
1	1338	2	18	56	2	35	18	16	3
1	1339	2	19	56	2	31	20	12	2
1	1340	2	20	56	2	40	14	12	10
1	1341	3	21	56	3	27	21	8	8
1	1342	3	22	56	3	NA	NA	0	NA
1	1343	3	23	56	3	30	22	10	8
1	1344	3	24	56	3	27	9	16	0
1	1345	3	25	56	3	35	24	10	6
1	1346	3	26	56	3	31	18	8	4
1	1347	3	27	56	3	24	15	16	1
1	1348	3	28	56	3	5	24	5	4
1	1349	3	29	56	3	39	0	0	0
1	1350	3	30	56	3	25	17	12	11
1	1351	1	1	58	1	36	24	4	14
1	1352	1	2	58	1	40	13	0	10
1	1353	1	3	58	1	29	20	6	6
1	1354	1	4	58	1	33	21	2	14
1	1355	1	5	58	1	NA	NA	0	NA
1	1356	1	6	58	1	38	14	2	18
1	1357	1	7	58	1	23	21	11	8
1	1358	1	8	58	1	20	39	10	8
1	1359	1	9	58	1	24	20	6	5
1	1360	1	10	58	1	34	24	5	13
